tier,name,files_using,files_without_lib_import,files_with_lib_import,in_tradingview_ta_library,pandas_ta_equivalent,verdict,audited,audit_evidence,note,probe_env
2,supertrend2,0,0,0,1,supertrend2,have,yes,"RA2vGpkA-ta.pine:602 `export supertrend2(series float factor, series float atrLength, simple bool wicks = false) =>` ported as pandas_ta/overlap/supertrend2.py:65 `def supertrend2(high, low, close, length=None, multiplier=None, wicks=None,` -- PINEBI-1c measured: 7 bars of warm-up saved vs `supertrend(7, 3.0)`; THREE parameters reached, the per-bar ATR length, the per-bar factor (L602 declares both `series float`) and `wicks`; rho 0.9928 on the fixture but 0.7901-1.0000 across 40 tickers, so on some tickers this is a materially different line. Direction follows Pine: -1 is the UPTREND, the negation of SUPERTd","pandas_ta.supertrend2 -- PINEBI-1c KEPT: saves 7 bars over `supertrend(7, 3.0)`, takes a per-bar `Series` ATR length, and reaches `wicks`, which the sibling swallows into **kwargs. ⚠ DIRECTION SIGN follows Pine (-1 is the uptrend), the opposite of SUPERTd (exported but never called in the corpus)",talib 0.7.1; pandas 2.3.3
2,szo,0,0,0,1,szo,have,yes,"RA2vGpkA-ta.pine:715 `export szo(series float source, simple int length) =>` ported as pandas_ta/momentum/szo.py:41 `def szo(close, length=None, offset=None, **kwargs):` -- triple-EMA of `sign(change(close))`, divided by `length`. The `/length` is the sources own behaviour and gives a range of about +/-100/length (+/-7.1 at the default 14), NOT +/-100; it reads like a bug and is reproduced exactly because a mined rule would match on its thresholds (test_szo_range_is_scaled_by_one_over_length_not_plus_minus_100). Column SZO_14",pandas_ta.szo (exported but never called in the corpus),talib 0.7.1; pandas 2.3.3
2,t3,0,0,0,1,t3,have,no,,pandas_ta.t3 (exported but never called in the corpus) | PINEBI-0b not certified: Pine's volume factor default unverified,talib 0.7.1; pandas 2.3.3
2,t3Alt,0,0,0,1,t3_tv,have,yes,"RA2vGpkA-ta.pine:661 `export t3Alt(series float source, series float length, simple float vf = 0.7) =>` ported as pandas_ta/overlap/t3_tv.py:55 `def t3_tv(close, length=None, vf=None, offset=None, **kwargs):` -- PINEBI-1c measured: 9 bars of warm-up saved vs `t3(10, 0.7)`, per-bar Series length reached, and the volume factor left unclamped where `t3` rewrites anything outside (0, 1) to 0.7 without saying so; rho 0.99998 / 0.9970-1.0000","pandas_ta.t3_tv -- PINEBI-1c KEPT: saves 9 bars over `t3(10, 0.7)`, takes a per-bar `Series` length, and reaches a volume factor >= 1 that `t3` silently clamps back to 0.7 while still naming the column T3_10_0.7 (exported but never called in the corpus)",talib 0.7.1; pandas 2.3.3
2,tema,0,0,0,1,tema,have,yes,PINEBI-0b measured: docs/audit_pine_have_rows.py:166 `ta.tema(` -- matches an independent implementation of the Pine v6 formula to 0.000e+00 over 287 bars,pandas_ta.tema (exported but never called in the corpus),talib 0.7.1; pandas 2.3.3
2,tema2,0,0,0,1,tema2,have,yes,"RA2vGpkA-ta.pine:681 `export tema2(series float source, series float length) =>` ported as pandas_ta/overlap/tema2.py:31 `def tema2(close, length=None, offset=None, **kwargs):` -- PINEBI-1c measured: 9 bars of warm-up saved vs `tema(10)`, per-bar Series length reached; rho 0.99994 / 0.9982-1.0000",pandas_ta.tema2 -- PINEBI-1c KEPT: saves 9 bars over `tema(10)` and takes a per-bar `Series` length (exported but never called in the corpus),talib 0.7.1; pandas 2.3.3
2,trima,0,0,0,1,trima,have,yes,RA2vGpkA-ta.pine:693 `math.ceil(length / 2)` (two different windows) vs pandas_ta/overlap/trima.py:16 `half_length` used for both passes. Caveated.,"pandas_ta.trima (⚠ ⚠ DIFFERENT LENGTHS: the library is `sma(sma(src, ceil(L/2)), floor(L/2)+1)` (`RA2vGpkA-ta.pine:692`) -- two different windows; `pandas_ta.trima` uses `round(0.5*(L+1))` for BOTH passes, so the two diverge at every EVEN length (L=10 -> Pine 5,6 vs fork 6,6). pandas_ta's own docstring quotes the formula it does not implement) (exported but never called in the corpus)",talib 0.7.1; pandas 2.3.3
2,trix,0,0,0,1,trix,have,no,,pandas_ta.trix (exported but never called in the corpus) | PINEBI-0b not certified: Pine returns the oscillator only; the fork adds a signal column,talib 0.7.1; pandas 2.3.3
2,vStop,0,0,0,1,vstop,have,yes,"RA2vGpkA-ta.pine:773 `export vStop(series float source, simple int atrLength, series float atrFactor = 1) =>` ported as pandas_ta/trend/vstop.py:82 `def vstop(high, low, close, length=None, factor=None, offset=None, **kwargs):` -- stateful ATR trailing stop; max/min/stop/trendUp are Pine `var`s carried across bars, NOT rolling windows (a rolling max would let the stop ratchet down inside an uptrend, pinned by test_vstops_state_is_carried_not_rolling). Stop is a price level so the shipped columns are the percent distance plus the trend flag. Gate E rho +0.7503 vs dist_from_high_5, n=37,132 -- SHIPS CLEAN",pandas_ta.vstop (exported but never called in the corpus),talib 0.7.1; pandas 2.3.3
2,vStop2,0,0,0,1,vstop2,have,yes,"RA2vGpkA-ta.pine:799 `export vStop2(series float source, series float atrLength, series float atrFactor = 1) =>` ported as pandas_ta/trend/vstop2.py:56 `def vstop2(high, low, close, length=None, factor=None, offset=None, **kwargs):` -- identical to vStop except atrLength is `series float`, reaching a per-bar ATR window where the sibling raises ValueError; the stateful recursion is IMPORTED from vstop, not duplicated. Column carries a dyn{min}-{max} token. Gate E rho +0.7492 vs dist_from_high_5, n=37,132 -- SHIPS CLEAN",pandas_ta.vstop2 (exported but never called in the corpus),talib 0.7.1; pandas 2.3.3
2,vhf,0,0,0,1,vhf,have,yes,PINEBI-0b measured: docs/audit_pine_have_rows.py:172 `ta.vhf(` -- matches an independent implementation of the Pine v6 formula to 0.000e+00 over 286 bars,pandas_ta.vhf (exported but never called in the corpus),talib 0.7.1; pandas 2.3.3
2,vi,0,0,0,1,vortex,have,no,,pandas_ta.vortex (exported but never called in the corpus) | PINEBI-0b not certified: Vortex normalisation denominator unverified,talib 0.7.1; pandas 2.3.3
2,vzo,0,0,0,1,vzo,have,yes,"RA2vGpkA-ta.pine:820 `export vzo(simple int length) =>` ported as pandas_ta/volume/vzo.py:31 `def vzo(close, volume, length=None, offset=None, **kwargs):` via the same `zone()` helper. THE TRAP, pinned by test_vzo_signs_volume_by_price_direction_not_its_own: Pines zone() signs the source by `sign(ta.change(close))`, the PRICE direction, while vzo passes `volume` as the source -- reading `sign(change(volume))` gives a plausible series in the same range answering a different question. Scale-free in BOTH price and volume; column VZO_14",pandas_ta.vzo (exported but never called in the corpus),talib 0.7.1; pandas 2.3.3
2,williamsFractal,0,0,0,1,,n/a - measured and reverted on Gate E,n/a,,"rho +0.9884 vs the engine's own `FRACTAL_UP`, n=37,144 -- exactly the collision `TODO.md` predicted and required be measured before shipping. (exported but never called in the corpus)",talib 0.7.1; pandas 2.3.3
2,wpo,0,0,0,1,wpo,have,yes,"RA2vGpkA-ta.pine:860 `export wpo(simple int length) =>` ported as pandas_ta/momentum/wpo.py:40 `def wpo(high, close, length=None, offset=None, **kwargs):` -- `ema(sign(change(close)) * 2*pi/asin(close[1]/high), length)`. `asin` is undefined where `close[1] > high` (any gap down); those bars are NaN by design rather than clamped into the domain, because clamping would manufacture a period reading exactly where the construction has none (test_wpo_is_nan_where_asin_is_out_of_domain_and_not_clamped). Column WPO_14",pandas_ta.wpo (exported but never called in the corpus),talib 0.7.1; pandas 2.3.3
